original_index,agentRate,wizardSuccess,intent,absent_n,composite,text,ville_depart,ville_destination,date_depart,date_retour,budget
288,5.0,True,book,2,a_definir_apres_selection,"Hi, my name is Harry Potter and I'd like to go to Hogsmeade leaving from Kakariko Village on Saturday, August 13th for 3 nights with 11 friends.",Kakariko Village,Hogsmeade,"Saturday, August 13th",,
294,3.0,True,book,4,a_definir_apres_selection,Hi looking to go on vacation on the 13th of august,,,13th of august,,
313,5.0,True,book,1,a_definir_apres_selection,Hi. I live in Busan and I'd like to go to Las Vegas from Wednesday August 17 to Monday September 5. What's available?,Busan,Las Vegas,Wednesday August 17,Monday September 5,
325,5.0,True,book,1,a_definir_apres_selection,"Hello, I want to leave from Seoul on August 27 and return on September 9. You can go to Manaus.",Seoul,Manaus,August 27,September 9,
334,5.0,True,book,2,a_definir_apres_selection,I'm a polygamist and I'd like to travel with my 6 partners and 1 child to San Juan from Pittsburgh on a budget of 6600 USD,Pittsburgh,San Juan,,,6600 USD
342,5.0,True,book,2,a_definir_apres_selection,"Hi, send me on a 10 day-trip away from Cairo. I'd like to leave August 15. Send me to Sendai. Money is not object",Cairo,Sendai,August 15,,
353,4.0,True,book,2,a_definir_apres_selection,"Good afternoon, I'd like to book a trip with my son from August 18 to August 29. He and I would be leaving from Curitiba. What destinations can you offer?",Curitiba,,August 18,August 29,
367,4.0,True,book,5,a_definir_apres_selection,Ok I'll book this one.,,,,,
370,5.0,True,book,4,a_definir_apres_selection,"Hi, my family and i are booking a trip to Sacramento, can you help us?",,Sacramento,,,
385,5.0,True,book,3,a_definir_apres_selection,"Hi I need a break from Gotham City, the crime rate is just too high. I'd like to go to Hogsmead with 3 kids and 9 adults.",Gotham City,Hogsmead,,,
418,5.0,True,book,2,a_definir_apres_selection,"Hello! I live in Munich and I'd like to book any kind of trip between Monday, August 15th and Friday August 26th for 3 adults and 3 kids.",Munich,,"Monday, August 15th",Friday August 26th,
426,5.0,True,book,5,a_definir_apres_selection,Perfect! I will book this one.,,,,,
429,5.0,True,book,4,a_definir_apres_selection,Hi im from punta cana looking to go on a trip,punta cana,,,,
464,5.0,True,book,3,a_definir_apres_selection,Hey! You can help me by finding a trip to Philadelphia from Maceio.,Maceio,Philadelphia,,,
494,5.0,True,book,5,a_definir_apres_selection," I'll book this one. Thank you, friend!",,,,,
496,5.0,True,book,3,a_definir_apres_selection,Good afternoon. I'd like to book a business trip to New York from Mannheim. What can you offer?,Mannheim,New York,,,
519,5.0,True,book,0,a_definir_apres_selection,I would like a vacation for one in Mannheim from August 17 to September 7. My city of departure is Porto Alegre. It should cost less than $3000.,Porto Alegre,Mannheim,August 17,September 7,$3000
536,5.0,True,book,4,a_definir_apres_selection,"Hi I am planning on booking a vacation soon, around August 27th",,,August 27th,,
559,5.0,True,book,2,a_definir_apres_selection,"Hi! I hear Hogsmeade has some excellent bars. Can you book me a trip there from Diagon Alley, leaving on August 13th? For 7 men and women",Diagon Alley,Hogsmeade,August 13th,,
589,5.0,True,book,5,a_definir_apres_selection,Great! I'll book this one. Thank you,,,,,
655,5.0,True,book,4,a_definir_apres_selection,hi I’m looking to go on a trip to Caprica,,Caprica,,,
681,3.0,True,book,3,a_definir_apres_selection,Hi im looking to make a quick trip im from tampa and want to go to Dallas,tampa,Dallas,,,
694,5.0,True,book,4,a_definir_apres_selection,Hi im from Leon and looking to get away,Leon,,,,
710,5.0,True,book,5,a_definir_apres_selection,perfect lets book it. thank you!,,,,,
711,5.0,True,book,1,a_definir_apres_selection,I'd like to go to Manaus from Miami between August 19th and September 2nd.,Miami,Manaus,August 19th,September 2nd,
745,5.0,True,book,1,a_definir_apres_selection,I'd like to go to Seattle from Belem between August 27th and September 5th. What is available?,Belem,Seattle,August 27th,September 5th,
763,5.0,True,book,5,a_definir_apres_selection,Excellent! Let's book this one.,,,,,
766,5.0,True,book,4,a_definir_apres_selection,"Hi! I'm looking for a trip to Milan with two of my best friends for march break, what's available?",,Milan,,,
784,5.0,True,book,5,a_definir_apres_selection,Ok I'll send them a tweet! I'll book this one!,,,,,
796,4.0,True,book,5,a_definir_apres_selection,Hi going on vacation with my Family can you help me book a vacation?,,,,,
814,4.0,True,book,5,a_definir_apres_selection,yes that would work perfectly! :slightly_smiling_face: please book it,,,,,
848,3.0,True,book,4,a_definir_apres_selection,I am from London and am looking to book a vacation package!,London,,,,
869,5.0,True,book,4,a_definir_apres_selection,I want to book a trip to Valencia!,,Valencia,,,
887,5.0,True,book,5,a_definir_apres_selection,that seems to be just perfect! i can not wait! thank you so much im going to have the best time of my life!,,,,,
890,5.0,True,book,5,a_definir_apres_selection,Hi. I am in dire need of a vacation.,,,,,
904,5.0,True,book,5,a_definir_apres_selection,"Great, I'd like to book this one please.",,,,,
925,2.0,True,book,5,a_definir_apres_selection,Ok I will book this one.,,,,,
931,5.0,True,book,5,a_definir_apres_selection,Hi! I'd like to do some vacation shopping!,,,,,
967,5.0,True,book,5,a_definir_apres_selection,The hotel is great. I will book this one please!,,,,,
992,5.0,True,book,2,a_definir_apres_selection,"The police are after me, and I need to leave Kobe between August 27 and September 2.",Kobe,,August 27,September 2,
1004,5.0,True,book,5,a_definir_apres_selection,Oh yes ok. This one sounds good to me!,,,,,
1023,5.0,True,book,5,a_definir_apres_selection,"My husband and I are recently married, we are looking for a honeymoon vacation.",,,,,
1064,1.0,True,book,5,a_definir_apres_selection,Hi im going on SPRIINGGG BREAK! can you help me and my friends book a package?,,,,,
1082,1.0,True,book,5,a_definir_apres_selection,Hi wozbot. I'd like to book a vacation for my 7 kids and myself.,,,,,
1094,1.0,True,book,5,a_definir_apres_selection,Great lets book it!,,,,,
1097,5.0,True,book,5,a_definir_apres_selection,Hi im looking to book my Honeymoon,,,,,
1123,5.0,True,book,5,a_definir_apres_selection,Hi im planning my Spring break can you help me find the best deals?,,,,,
1138,5.0,True,book,5,a_definir_apres_selection,Hi 7 colleagues and i are planning on going on a trip can you help?,,,,,
1160,1.0,True,book,3,a_definir_apres_selection,hi im from Coruscant looking to go to atlantis,Coruscant,atlantis,,,
1166,3.0,True,book,4,a_definir_apres_selection,HI im from Punta Cana can you help me find a vacation,Punta Cana,,,,
1183,4.0,True,book,4,a_definir_apres_selection,I want to get away for a bit! im from Houston,Houston,,,,
1195,4.0,True,book,5,a_definir_apres_selection,sounds amazing! lets do it!,,,,,
1197,5.0,True,book,1,a_definir_apres_selection,"I live in Toronto, can we se what packages are available in Cairo from August 17 to September 7?",Toronto,Cairo,August 17,September 7,
1218,5.0,True,book,5,a_definir_apres_selection,Hi i need a 5 day get away!,,,,,
1234,5.0,True,book,4,a_definir_apres_selection,HI there! my family and i are looking to go to Burlington,,Burlington,,,
1245,1.0,True,book,4,a_definir_apres_selection,Hi im looking to book  trip. anything leaving from Kakariko Village?,Kakariko Village,,,,
1250,5.0,True,book,2,a_definir_apres_selection,"Good afternoon, my man! I'd like to plan a honeymoon in Naples for 5 days leaving from Madrid on August 17. What is available?",Madrid,Naples,August 17,,
1257,5.0,True,book,4,a_definir_apres_selection,Hi i want to plan my honeymoon to rome,,rome,,,
1287,5.0,True,book,4,a_definir_apres_selection,Hi im from Los Angeles. looking for a good vacation,Los Angeles,,,,
1303,5.0,True,book,4,a_definir_apres_selection,perfect! book me the cheapest one please,,,,,cheapest
1309,5.0,True,book,3,a_definir_apres_selection,I have 11 days of time off starting on August 17. Can you offer me any vacation packages leaving from Portland?,Portland,,August 17,,
1340,5.0,True,book,4,a_definir_apres_selection,Hi! I have a $3300 budget and am looking for a vacation,,,,,$3300
1357,4.0,True,book,4,a_definir_apres_selection,Hi im looking to go on a trip to baltimore,,baltimore,,,
1371,5.0,True,book,1,a_definir_apres_selection,Hi! My 3 best friends and I are looking for a trip to Neverland between August 16 and 19 on a very tight budget of $3500. What can you do for us?,,Neverland,August 16,19,$3500
1392,5.0,True,book,4,a_definir_apres_selection,hi i want to go on vacation i leave from cancun,cancun,,,,
1415,4.0,True,book,3,a_definir_apres_selection,Hi im taking the family on a trip to Manaus is that possible with a budget of $3900,,Manaus,,,$3900
1425,4.0,True,book,5,a_definir_apres_selection,perfect let’s book it!,,,,,
1429,3.0,True,book,4,a_definir_apres_selection,Hi looking for a vacation to hamburg,,hamburg,,,
1435,3.0,True,book,5,a_definir_apres_selection,sounds good! please book it!,,,,,
1438,5.0,True,book,2,a_definir_apres_selection,"Hello, I'd like to book a trip to Mos Eisley from Hogsmeade on August 13.",Hogsmeade,Mos Eisley,August 13,,
1444,5.0,True,book,1,a_definir_apres_selection,"Hi! I'd like to plan my honeymoon, but I've spent way too much on my wedding and need to stick to a budget of $4600. Can you offer anything to Marseille for 5 days leaving from Salvador on August 17?",Salvador,Marseille,August 17,,$4600
1499,5.0,True,book,2,a_definir_apres_selection,"Hello, I'd like to go to Birmingham for 7 days on my honeymoon, leaving from Denver on August 18. What can you offer?",Denver,Birmingham,August 18,,
1531,5.0,True,book,4,a_definir_apres_selection,hello! were leaving from Brasilia and looking to book our honeymoon,Brasilia,,,,
1547,5.0,True,book,5,a_definir_apres_selection,perfect! lets book it!,,,,,
1549,1.0,True,book,4,a_definir_apres_selection,Hi im in the middle of travelling  and i want to go to Porto!,,Porto,,,
1556,5.0,True,book,4,a_definir_apres_selection,Hi there! I finally have some vacation time starting on August 22nd and I am hoping to go away somewhere really far away and getting away from it all. Do you have any suggestions for me?,,,August 22nd,,
1580,5.0,True,book,5,a_definir_apres_selection,"This sounds like the perfect getaway, Brazil is about as far as I can get from Sydney! Can you book that for me please :smile:? Thank you so much for all you help.",,,,,
1583,5.0,True,book,2,a_definir_apres_selection,I'd like to book a trip to Monterrey from August 17th to August 25th.,,Monterrey,August 17th,August 25th,
1598,5.0,True,book,4,a_definir_apres_selection,hey i wanna go to hiroshima w my fam,,hiroshima,,,
1618,5.0,True,book,2,a_definir_apres_selection,Hi! I'm looking to book a trip somewhere between August 19th and September 3rd. My budget is 1700.,,,August 19th,September 3rd,1700
1625,5.0,True,book,2,a_definir_apres_selection,"hey, i'm looking to go to Theed from Caprica on August 13th",Caprica,Theed,August 13th,,
1634,5.0,True,book,2,a_definir_apres_selection,"I'd like to book a trip from London to somewhere, for August 17th to August 31st.",London,,August 17th,August 31st,
1665,5.0,True,book,3,a_definir_apres_selection,"Good morning.  We are planning a family reunion and since we are spread out all over the world, we have decided on a couple of possibilities. Can you please give me information on packages available in Fukuoka? My husband and I would be leaving from Manaus and we will be travelling with our 4 children.",Manaus,Fukuoka,,,
1680,5.0,True,book,4,a_definir_apres_selection,hi im in mannheim and want to spend a week away,mannheim,,,,
1712,4.0,True,book,4,a_definir_apres_selection,"Hi! I'm getting married and we are super tight on money but I want to be able to give my new bride the best possible honeymoon despite our tight budget, do you have any cool honeymoon destinations that you can recommend?",,,,,tight
1726,5.0,True,book,2,a_definir_apres_selection,Id like to book a trip. I have a very tight budget of $2600. I would need to be there between August 27th to September 11th.,,,August 27th,September 11th,$2600
1772,5.0,True,book,3,a_definir_apres_selection,"Hi, I'm a very interesting person from Stuttgart and I need to get myself to Sapporo. I am traveling with a friend.",Stuttgart,Sapporo,,,
1784,1.0,True,book,4,a_definir_apres_selection,"Hello, I want to book a trip to Coruscant.",,Coruscant,,,
1792,5.0,True,book,3,a_definir_apres_selection,"Hey, I'm looking to find a vacation from Valencia to Osaka.",Valencia,Osaka,,,
1812,5.0,True,book,5,a_definir_apres_selection,Perfect! I think i will book this trip,,,,,
1815,5.0,True,book,3,a_definir_apres_selection,"Hello! I am located in Germany and I'm getting married next month, We would really like to go to Naples . can you find me a nice package please!",Germany,Naples,,,
1848,5.0,True,book,5,a_definir_apres_selection,"sweet! ok, i think I want to book that. what is the return date?",,,,,
1850,5.0,True,book,5,a_definir_apres_selection,lets book it!,,,,,
1853,5.0,True,book,4,a_definir_apres_selection,I'm looking to book trip for spring break for 4 people. I have a tight budget of 4600,,,,,4600
1874,5.0,True,book,5,a_definir_apres_selection,hi I am burnt out... i need a vacation,,,,,
1893,3.0,True,book,4,a_definir_apres_selection,Hey there! My girlfriends and I are looking to go on a girlie trip for Spring Break. but we want to go somewhere wild like San Juan! ,,San Juan,,,
1914,5.0,True,book,4,a_definir_apres_selection,"Hi, I'm trying to book a trip from Madrid.",Madrid,,,,
1928,5.0,True,book,5,a_definir_apres_selection,That sounds great! I'll book it!,,,,,
1931,5.0,True,book,3,a_definir_apres_selection,"hey there, I'm doing some travelling for business soon. It needs to be around August 18-August 26. What can you do for me?",,,August 18,August 26,
1943,5.0,True,book,3,a_definir_apres_selection,I've got august 17- september 2 off tho so I'm gonna treat myself before my second vacation,,,august 17,september 2,
1960,4.0,True,book,4,a_definir_apres_selection,Hi! I'd really like to try and book a trip for me and 3 of my friends for spring break.  I have a budget of $2100.,,,,,$2100
1967,5.0,True,book,1,a_definir_apres_selection,"Hey, I'm looking to book my honeymoon from Houston to Santo Domingo for a week on August 26th. My budget is 1500.",Houston,Santo Domingo,August 26th,,1500
1975,5.0,True,book,5,a_definir_apres_selection,Great! Let's book it!,,,,,
1978,4.0,True,book,4,a_definir_apres_selection,"Hey man, I'm like the best Pokémon hunter in the WORLD and I'm only missing one and I need to get to Punta Cana cause rumour like has it he's at one of those places but you know rumours are only rumours so I'm not in a total hurry but I want to see how much it will cost me to get go there, can you give me some pricing",,Punta Cana,,,
1996,5.0,True,book,4,a_definir_apres_selection,"helllloooo, couple of lovebirds here looking to get away to Burlington for our honeymoon :heart_eyes::smiley_cat::two_women_holding_hands:",,Burlington,,,
2006,5.0,True,book,5,a_definir_apres_selection,"wow, ok.. let's book that then, assuming the hotel is nice?",,,,,
2008,5.0,True,book,5,a_definir_apres_selection,"ok, that's good enough. let's book it :smile:",,,,,
2056,4.0,True,book,5,a_definir_apres_selection,"Yes, that'll work. I'd like to book this one.",,,,,
2059,5.0,True,book,3,a_definir_apres_selection,"Good afternoon my name is Carolina and I want to book a trip. Can you please tell me what specials you have at the moment leaving on August 25  and going to Guadalajara, I want to go visit my family.",,Guadalajara,August 25,,
2103,4.0,True,book,4,a_definir_apres_selection,HEY IM TRYING TO GO ON SPRIIIIING BREEEAAAAKKKK. SAN FRANCISCO IS POPPIN RIGHT? LETS GO THERE,,SAN FRANCISCO,,,
2112,4.0,True,book,1,a_definir_apres_selection,Good morning! I will be travelling with a colleague for business and we are thinking of tacking on a short vacation after. Do you have any flights going from Punta Cana to Cairo sometime between 26 August and 9 September?,Punta Cana,Cairo,26 August,9 September,
2129,5.0,True,book,1,a_definir_apres_selection,I'm looking to book a trip to Chicago from Brasilia. I booked work off from August 27th to September 10th and im looking for a 7 day trip,Brasilia,Chicago,August 27th,September 10th,
2141,5.0,True,book,5,a_definir_apres_selection,Perfect! Let's book that one,,,,,
2144,5.0,True,book,3,a_definir_apres_selection,i want ot travel to melbourne. i will leave from kyoto,kyoto,melbourne,,,
2156,5.0,True,book,5,a_definir_apres_selection,lets book it,,,,,
2159,5.0,True,book,2,a_definir_apres_selection,"Hi I wanna take a 12 day trip from Hiroshima to Phoenix, leaving on August 27th.",Hiroshima,Phoenix,August 27th,,
2171,5.0,True,book,5,a_definir_apres_selection,Great! I'll take it,,,,,
2186,5.0,True,book,2,a_definir_apres_selection,"need a vacay
i only got 3 days off work tho august 27-31
i wanna go to Kobe whats available?",,Kobe,august 27,31,
2194,5.0,True,book,5,a_definir_apres_selection,ok well that will be the only one to work for me right now. lets book it,,,,,
2205,5.0,True,book,2,a_definir_apres_selection,I need to book a flight to find my last Pokemon. I would need to leave from Montreal and go to Hiroshima. I will also need to leave on August 19th. Im with 4 other adults as well.,Montreal,Hiroshima,August 19th,,
2214,4.0,True,book,3,a_definir_apres_selection,I want to take a trip from Diagon Alley to Naples.,Diagon Alley,Naples,,,
2220,5.0,True,book,4,a_definir_apres_selection,I want to go to Tijuana.,,Tijuana,,,
2238,5.0,True,book,5,a_definir_apres_selection,That sounds good to me. I'm ready to book that one.,,,,,
2254,5.0,True,book,5,a_definir_apres_selection,"That's $300 less than I budgeted, sound like a great getaway, do I need to book that now?",,,,,
2255,5.0,True,book,2,a_definir_apres_selection,"hello hello i am travelling with my 9 sisters and my child to our family reunion in Corsucant next month! we will spend 1800 max, what can you do?",,Corsucant,next month,,1800
2258,5.0,True,book,2,a_definir_apres_selection,hey im looking to check out fortaleza. im leaving from sapporo on august 27,sapporo,fortaleza,august 27,,
2275,5.0,True,book,3,a_definir_apres_selection,Hi I would like to book a vacation from August 27th to August 30th,,,August 27th,August 30th,
2290,5.0,True,book,4,a_definir_apres_selection,I am looking for a honeymoon package to Manaus. I heard it is the perfect honeymooners paradise. The wedding cost us an arm and a leg so I really need something reasonable.,,Manaus,,,
2300,5.0,True,book,2,a_definir_apres_selection,"im married now boi. takin my new spouse 2 mexico city
10 days
lets keep it 1500 max
cool?
leaving from detroit
do your thang",detroit,mexico city,,,1500
2310,5.0,True,book,5,a_definir_apres_selection,"sweet! yes, lets book it",,,,,
2313,5.0,True,book,1,a_definir_apres_selection,I'm looking to go on a trip but i'm not sure where. Can I get information for a trip from Toluca to Paris From August 25th to September 9th?,Toluca,Paris,August 25th,September 9th,
2325,5.0,True,book,5,a_definir_apres_selection,That sounds great! I'll take it!,,,,,
2326,3.0,True,book,3,a_definir_apres_selection,Hello!!!!! We are planning a family trip with my brother and his kids and we are thinking Gotham City would be super cool for the kids. Do you have any packages for less than $3200?,,Gotham City,,,$3200
2337,5.0,True,book,5,a_definir_apres_selection,I'm tryina go to on spring break w the squad can u help me out,,,,,
2359,5.0,True,book,5,a_definir_apres_selection,thats perfect! ok - lets book it for 4 adults,,,,,
2362,5.0,True,book,4,a_definir_apres_selection,"Hey, what deals can you offer me on trips to curitiba?",,curitiba,,,
2378,4.0,True,book,3,a_definir_apres_selection,I need to get to Atlanta pronto. I have to leave on August 25th.,,Atlanta,August 25th,,
2387,5.0,True,book,4,a_definir_apres_selection,"Hey look, I got to get to Lima. I need to trap a pokemon ",,Lima,,,
2405,5.0,True,book,5,a_definir_apres_selection,Ok… LET’S BOOK IT!,,,,,
2408,5.0,True,book,4,a_definir_apres_selection,"I need to get away from work, how about Paris?",,Paris,,,
2429,5.0,True,book,4,a_definir_apres_selection,"i need to get away from my life i need your help in finding a place to go to in Belem, preferably with very few people around something simple but at the same time very luxurious  with a private villa and a spa where my best friend and I can just relax in our private beach oh and we need a chef to cook us vegan meals",,Belem,,,
2439,5.0,True,book,5,a_definir_apres_selection,yes please go ahead and make sure to keep it confidential we do not want to be bothered,,,,,
2441,5.0,True,book,4,a_definir_apres_selection,ayoooo. spring break buddy. I wanna go somewhere nice and cold for spring break :smile: Toronto maybe?,,Toronto,,,
2461,5.0,True,book,5,a_definir_apres_selection,Great. ok let's book it,,,,,
2464,5.0,True,book,4,a_definir_apres_selection,"Hi there… I need to get some overseas inspiration for my new novel… I’ve got a bit of writers block here in Ciudad Juarez, too much going on",Ciudad Juarez,,,,
2479,5.0,True,book,5,a_definir_apres_selection,Biebs here. I wanna book a vacation asap.,,,,,
2500,5.0,True,book,1,a_definir_apres_selection,"So Hey, I'm an intern- it's pretty fantastic/exciting. So anyways I need to go to Monterrey between August 27 and September 15. What do you have leaving from Stuttgart?",Stuttgart,Monterrey,August 27,September 15,
2515,4.0,True,book,5,a_definir_apres_selection,i'm going abroad to check out my options for my internship,,,,,
2523,5.0,True,book,3,a_definir_apres_selection,"i need out of this tacky country :unamused:
maybe Kyoto? i just finished performing in san antonio and i want out of here",san antonio,Kyoto,,,
2539,5.0,True,book,5,a_definir_apres_selection,"alright, i suppose ill have to book that then",,,,,
2542,5.0,True,book,2,a_definir_apres_selection,"hello
i need to book a couple things for work that are coming up
lets see.... im gonna be in leon on the 27th of august and i believe ill need to go to Ulsan from there whats available",leon,Ulsan,27th of august,,
2576,5.0,True,book,3,a_definir_apres_selection,my wife and i wanna bring our 10 kids to toluca. but we’re on a tight budget of 2300,,toluca,,,2300
2590,5.0,True,book,4,a_definir_apres_selection,i need to get to toronto.. there is apparently someone of interest to me there,,toronto,,,
2598,5.0,True,book,5,a_definir_apres_selection,"that sounds quite suitable. ok, let's book it",,,,,
2602,4.0,True,book,4,a_definir_apres_selection,im tryina get to hamburg,,hamburg,,,
2610,4.0,True,book,3,a_definir_apres_selection,I wanna see tokyo maybe. i wanna check out the city for a week starting august 24,,tokyo,august 24,,
2628,5.0,True,book,4,a_definir_apres_selection,Madonna and Will Smith are on a trip to Houston. A picture of them is worth millions. I need to go to Houston.,,Houston,,,
2641,5.0,True,book,4,a_definir_apres_selection,Hi there! I have a couple interviews coming up. Do you have anything to Kyoto?,,Kyoto,,,
2660,5.0,True,book,2,a_definir_apres_selection,i got a week off from august 27-september 3. i think i wanna take a ski trip to miami,,miami,august 27,september 3,
2668,5.0,True,book,5,a_definir_apres_selection,"yeah i like it! please book, thank you",,,,,
2671,5.0,True,book,4,a_definir_apres_selection,hiiiii there. I have an interview in Burlington!!!! Can you get me there?,,Burlington,,,
2699,5.0,True,book,5,a_definir_apres_selection,ok book it,,,,,
2702,5.0,True,book,3,a_definir_apres_selection,I'm looking for some Pokemon. I heard one was spotted in San Antonio. We'd like to leave here on August 26th!,,San Antonio,August 26th,,
2716,5.0,True,book,5,a_definir_apres_selection,Yes this packages suits our hunting needs just fine.,,,,,
2719,5.0,True,book,3,a_definir_apres_selection,Good afternoon. My husband and I would like to travel with our 6 kids. We have time off between August 15th and 19th. What can you offer for us?,,,August 15th,19th,
2736,5.0,True,book,2,a_definir_apres_selection,"hi there
im thinking of going to san juan soon. between aug 27 and sep 15",,san juan,aug 27,sep 15,
2758,5.0,True,book,5,a_definir_apres_selection,"that sounds good, lets book it",,,,,
2761,5.0,True,book,3,a_definir_apres_selection,"hey dude. ive benn in ulsan for 2 years now with no break from work
i wanna go back to calgary and visit the fam.",ulsan,calgary,,,
2786,5.0,True,book,3,a_definir_apres_selection,"Well, I need to find a place where the paparazzi won't find me. I was thinking of Phoenix. Madonna and I are leaving from Cairo.",Cairo,Phoenix,,,
2797,3.0,True,book,2,a_definir_apres_selection,Hi there! Can you find me a trip to Kingston between August 25 and September 4?,,Kingston,August 25,September 4,
2822,5.0,True,book,2,a_definir_apres_selection,Hi! I'm looking to book a business trip between August 26 and September 12. There's a few places I have in mind. Lets start with Rio de Janeiro.,,Rio de Janeiro,August 26,September 12,
2836,5.0,True,book,5,a_definir_apres_selection,"well, I think I'll stick with that package. Can you go ahead and book it for me please?",,,,,
2842,5.0,True,book,5,a_definir_apres_selection,Hi. I need to get away stat.,,,,,
2850,5.0,True,book,5,a_definir_apres_selection,"That's extremely cheap... how many stars is it? Well nevermind, I dont care! Book it please!",,,,,
2853,5.0,True,book,3,a_definir_apres_selection,hay queen whats gooood. We are interested in getting out of The Veg and going to fukuoka.,The Veg,fukuoka,,,
2918,5.0,True,book,3,a_definir_apres_selection,Hi! Can you take me to Hiroshima from Calgary?,Calgary,Hiroshima,,,
2935,5.0,True,book,3,a_definir_apres_selection,I need to get to philadelphia from denver,denver,philadelphia,,,
2948,5.0,True,book,3,a_definir_apres_selection,I want to leave from Santa Cruz and go to Rome,Santa Cruz,Rome,,,
2964,5.0,True,book,5,a_definir_apres_selection,Great! I'll book this one!,,,,,
2985,5.0,True,book,5,a_definir_apres_selection,"Great, book away please!",,,,,
2988,5.0,True,book,3,a_definir_apres_selection,Hello! I recently won the internship lottery to Kobe where I will work for free! I'll be leaving from Alexandria. What can you offer?,Alexandria,Kobe,,,
2995,5.0,True,book,3,a_definir_apres_selection,hey there! i am looking to go to fortaleza for spring break with 3 of the boys. what can you get me for 1600,,fortaleza,,,1600
3008,5.0,True,book,2,a_definir_apres_selection,HELLO THERE I AM IN MILAN AND LOOKING TO TRAVEL TO SANTO DOMINGO ON WEDNESDAY AUGUST 24. SORRY FOR ALL THE YELLING I'M IN A HELICOPTER,MILAN,SANTO DOMINGO,WEDNESDAY AUGUST 24,,
3073,5.0,True,book,4,a_definir_apres_selection,I must get away from the paparazzi. What packages can you offer to Hiroshima?,,Hiroshima,,,
3083,5.0,True,book,5,a_definir_apres_selection,I'll book this one!,,,,,
3086,5.0,True,book,4,a_definir_apres_selection,pokemon pokemon pokemon. i am looking for mewtwo in busan at the start of next month and i need a travel package,,busan,,,
3096,5.0,True,book,5,a_definir_apres_selection,ok lets book it,,,,,
3099,5.0,True,book,4,a_definir_apres_selection,can I go to Sacramento?,,Sacramento,,,
3119,5.0,True,book,5,a_definir_apres_selection,Well that looks pretty good! I'll book this one.,,,,,
3130,5.0,True,book,5,a_definir_apres_selection,Hi! I need to book an emergency trip for 10 adults and 14 children!,,,,,
